Name,Date,Payment
Gene Hale,13.06.2010,42
Gene Hale,13.06.2010,653
Gene Hale,01.10.2010,246
Rob Haberlin,27.04.2012,1015
Gene Hale,24.09.2011,36
Gene Hale,24.09.2011,1106
Michelle Arnett,30.06.2012,79
Sally Knutson,10.11.2011,608
Rob Haberlin,05.11.2009,156
Justin Knight,19.02.2009,227
Justin Knight,19.02.2009,11
Justin Knight,19.02.2009,186
Lena Cacioppo,02.03.2010,1099
Seth Vernon,28.06.2009,160
Seth Vernon,28.06.2009,4601
Seth Vernon,28.06.2009,90
Gene Hale,26.01.2009,447
Luke Weiss,02.08.2011,105
Justin Knight,04.07.2010,35
Rob Haberlin,01.10.2012,224
Julie Creighton,14.07.2011,384
Sanjit Chand,25.07.2010,6367
Justin Knight,06.07.2009,31
Justin Knight,06.07.2009,332
Justin Knight,06.07.2009,446
Justin Knight,06.07.2009,1253
Justin Knight,06.07.2009,48
Justin Knight,06.07.2009,64
Luke Weiss,11.12.2012,531
Luke Weiss,11.12.2012,153
Christina Vanderzanden,01.12.2011,271
Christina Vanderzanden,01.12.2011,1150
Lena Cacioppo,04.04.2009,306
Seth Vernon,25.06.2010,49
Sanjit Chand,16.02.2011,224
Sanjit Chand,16.02.2011,27
Julie Creighton,26.08.2010,632
Sanjit Chand,04.11.2010,414
Sanjit Chand,04.11.2010,336
Sanjit Chand,04.11.2010,4001
Anthony Johnson,28.04.2009,103
Anthony Johnson,06.08.2009,66
Kimberly Carter,18.03.2009,2564
Kimberly Carter,18.03.2009,54
Marina Lichtenstein,05.01.2009,1244
Sanjit Chand,08.10.2012,208
Sally Knutson,05.11.2010,1158
Sally Knutson,05.11.2010,2569
Luke Weiss,10.12.2012,154
Anthony Johnson,05.02.2009,6133
Michelle Arnett,28.09.2011,2632
Luke Weiss,05.06.2012,171
Luke Weiss,05.06.2012,4727
Luke Weiss,26.09.2010,3780
Luke Weiss,26.09.2010,1784
Rob Haberlin,21.01.2009,1482
Julie Creighton,05.10.2012,92
Julie Creighton,05.10.2012,347
Justin Knight,25.03.2009,234
Sally Knutson,20.09.2012,82
Sally Knutson,20.09.2012,296
Sally Knutson,20.09.2012,95
Michelle Arnett,05.02.2010,1836
Michelle Arnett,05.02.2010,21
Julie Creighton,19.03.2010,508
Sally Knutson,19.11.2011,301
Sally Knutson,19.11.2011,114
Sally Knutson,19.11.2011,1889
Sally Knutson,29.04.2009,7002
Kimberly Carter,03.04.2011,91
Rob Haberlin,16.04.2011,28
Rob Haberlin,16.04.2011,21
Sally Knutson,15.06.2010,102
Sally Knutson,15.06.2010,1098
Marina Lichtenstein,09.08.2009,22
Christina DeMoss,20.09.2009,128
Christina DeMoss,20.09.2009,253
Luke Weiss,20.03.2012,44
Sally Knutson,23.03.2012,132
Michelle Arnett,19.07.2010,179
Michelle Arnett,19.07.2010,31
Sanjit Chand,21.11.2012,1539
Anthony Johnson,27.03.2009,286
Anthony Johnson,27.03.2009,734
Anthony Johnson,27.03.2009,99
Luke Weiss,14.05.2010,2475
Luke Weiss,14.05.2010,1610
Rob Haberlin,17.10.2010,5620
Monica Federle,24.08.2010,1382
Monica Federle,24.08.2010,991
Kimberly Carter,10.08.2011,1410
Michelle Arnett,24.09.2009,268
Michelle Arnett,24.09.2009,477
Sanjit Chand,30.10.2012,739
Sanjit Chand,30.10.2012,1015
Marina Lichtenstein,07.05.2010,184
Joy Smith,09.04.2011,1646
Christina DeMoss,03.06.2010,7807
Monica Federle,22.05.2010,261
Monica Federle,22.05.2010,128
Michelle Arnett,25.10.2012,144
Michelle Arnett,25.10.2012,3205
Michelle Arnett,25.10.2012,339
Michelle Arnett,25.10.2012,902
Michelle Arnett,05.01.2010,703
Michelle Arnett,05.01.2010,713
Sally Knutson,30.12.2011,240
Sally Knutson,30.12.2011,1270
Christina DeMoss,14.02.2011,1529
Joy Smith,28.05.2010,337
Joy Smith,28.05.2010,1120
Sonia Sunley,28.06.2010,5678
Anthony O'Donnell,01.03.2011,1223
Anthony O'Donnell,01.03.2011,390
Emily Grady,27.02.2012,892
Emily Grady,27.02.2012,29
Alex Avila,19.03.2012,1449
Alex Avila,19.03.2012,4375
Alex Avila,19.03.2012,4283
Brian Moss,04.03.2012,1874
Emily Grady,09.03.2012,1476
Emily Grady,09.03.2012,864
Anna Andreadi,05.01.2010,50
Anna Andreadi,05.01.2010,607
Emily Grady,21.04.2012,715
Barbara Fisher,17.06.2009,114
Barbara Fisher,17.06.2009,3082
Emily Grady,13.06.2012,133
Kelly Williams,16.07.2012,1407
Sonia Sunley,15.05.2009,3197
Sonia Sunley,15.05.2009,79
Sonia Sunley,02.01.2011,5404
Sonia Sunley,02.01.2011,192
Sonia Sunley,02.01.2011,6408
Sonia Sunley,05.01.2012,2323
Jocasta Rupert,23.01.2009,136
Sonia Sunley,24.12.2011,761
Kelly Williams,20.11.2012,187
Anna Andreadi,29.12.2012,176
Rick Duston,31.01.2010,44
Sonia Sunley,04.02.2009,671
Angele Hood,24.12.2011,3800
Sonia Sunley,27.02.2010,13
Sonia Sunley,27.02.2010,3379
Sonia Sunley,27.02.2010,688
Sonia Sunley,27.02.2010,4539
Sonia Sunley,25.06.2012,3817
Dennis Bolton,13.03.2012,194
Stewart Carmichael,28.12.2010,195
Dennis Bolton,03.07.2012,48
Sonia Sunley,05.04.2012,169
Sonia Sunley,05.04.2012,77
Stewart Carmichael,24.07.2009,939
Kelly Williams,18.07.2011,279
Sonia Sunley,15.04.2010,366
Kelly Williams,15.06.2010,12
Sonia Sunley,15.03.2011,170
Sonia Sunley,15.03.2011,431
Sonia Sunley,15.03.2011,294
Sonia Sunley,06.12.2009,550
Sonia Sunley,06.12.2009,182
Anna Andreadi,22.07.2010,285
Seth Vernon,25.06.2010,27876
Seth Vernon,25.06.2010,2030
Seth Vernon,25.06.2010,696
Alex Avila,08.10.2011,478
Sarah Foster,07.09.2010,778
Alex Avila,22.01.2012,1500
Alex Avila,22.01.2012,377
Anna Andreadi,05.04.2012,204
Angele Hood,12.12.2009,5573
Sonia Sunley,23.03.2012,3978
Kelly Williams,13.09.2011,3117
Anna Andreadi,05.09.2012,986
Alex Avila,21.08.2010,201
Jim Karlsson,26.10.2012,940
Sonia Sunley,06.10.2010,187
Alex Avila,13.03.2010,764
Lisa DeCherney,25.05.2011,12458
Barbara Fisher,09.05.2011,32
Barbara Fisher,09.05.2011,117
Barbara Fisher,18.01.2010,117
Lisa DeCherney,12.12.2009,72
Lisa DeCherney,12.12.2009,10339
Lisa DeCherney,12.12.2009,15897
Lisa DeCherney,12.12.2009,1265
Barbara Fisher,22.01.2010,2723
Barbara Fisher,22.01.2010,60
Barbara Fisher,22.01.2010,852
Alex Avila,09.12.2012,919
Roy Skaria,28.08.2009,453
Angele Hood,04.11.2012,6277
Seth Vernon,20.07.2010,123
Seth Vernon,20.07.2010,2846
Sarah Foster,15.11.2011,71
Kelly Williams,22.03.2009,2233
Dennis Bolton,06.08.2009,178
Dennis Bolton,06.08.2009,140
Roy Skaria,23.03.2012,253
Jim Karlsson,13.04.2011,83
Jim Karlsson,13.04.2011,10279
Barbara Fisher,06.09.2011,53
Anna Andreadi,23.05.2012,295
Seth Vernon,04.03.2012,51
Alex Avila,03.11.2009,1866
Alex Avila,03.11.2009,785
Alex Avila,03.11.2009,2343
Sonia Sunley,12.08.2009,628
Lisa DeCherney,07.07.2010,67
Dennis Bolton,05.11.2010,200
Anthony O'Donnell,05.05.2012,1282
Barbara Fisher,23.06.2010,346
Barbara Fisher,23.06.2010,773
Barbara Fisher,23.06.2010,882
Barbara Fisher,23.06.2010,5068
Barbara Fisher,28.07.2012,2246
Dennis Bolton,07.03.2009,9418
Lisa DeCherney,24.01.2011,1091
Sarah Foster,15.08.2009,1811
Sarah Foster,15.08.2009,4096
Sarah Foster,15.08.2009,482
Anna Andreadi,02.10.2009,7036
Roy Skaria,01.01.2012,2355
Roy Skaria,01.01.2012,188
Roy Skaria,27.11.2009,20872
Dennis Bolton,04.08.2010,152
Alex Avila,08.11.2010,126
Roy Skaria,04.12.2012,228
Seth Vernon,10.03.2011,58
Barbara Fisher,16.07.2009,604
Barbara Fisher,16.07.2009,2405
Peter Buhler,22.02.2009,132
Peter Buhler,22.02.2009,1498
Dennis Bolton,21.09.2012,985
Roy Skaria,10.11.2012,324
Roy Skaria,10.11.2012,66
Alex Avila,12.04.2010,118
Anthony O'Donnell,25.08.2011,29
Anthony O'Donnell,25.08.2011,80
Seth Vernon,20.11.2010,399
Sonia Sunley,15.06.2010,68
Daniel Lacy,14.04.2012,159
Daniel Lacy,14.04.2012,49
Daniel Lacy,14.04.2012,27
Giulietta Weimer,18.03.2012,2635
Giulietta Weimer,18.03.2012,281
Mike Vittorini,05.05.2009,4064
Mike Vittorini,05.05.2009,3214
Lela Donovan,18.04.2012,15
Lela Donovan,18.04.2012,10145
Lela Donovan,18.04.2012,68
Shahid Shariari,09.01.2011,1326
Shahid Shariari,09.01.2011,339
Trudy Schmidt,06.03.2009,1187
Trudy Schmidt,06.03.2009,108
Christopher Martinez,07.06.2010,2051
Mike Vittorini,16.01.2012,107
Marc Harrigan,02.02.2010,79
Christopher Martinez,18.08.2012,218
Shahid Shariari,06.10.2012,118
Liz Price,24.03.2011,254
Lela Donovan,02.10.2012,1557
Lela Donovan,02.10.2012,196
Lela Donovan,02.10.2012,9236
Lela Donovan,02.10.2012,274
Mike Vittorini,14.08.2012,18
Shahid Shariari,26.02.2011,66
Shahid Shariari,26.02.2011,310
Ralph Kennedy,10.11.2012,4902
Rob Dowd,13.09.2012,4306
Ralph Kennedy,10.05.2012,1992
Khloe Miller,25.12.2010,2933
Khloe Miller,25.12.2010,9195
Khloe Miller,25.12.2010,2285
Shahid Hopkins,24.03.2012,356
Kristina Nunn,20.05.2009,297
Kristina Nunn,20.05.2009,108
Ralph Kennedy,21.06.2009,67
Ralph Kennedy,21.06.2009,1472
Ricardo Emerson,07.08.2011,857
Ricardo Emerson,07.08.2011,2
Lela Donovan,26.03.2010,447
Lela Donovan,26.03.2010,1581
Ricardo Emerson,15.12.2012,16002
Ricardo Emerson,15.12.2012,182
Patrick O'Brill,07.12.2009,3565
Patrick O'Brill,07.12.2009,241
Patrick O'Brill,09.12.2009,209
Trudy Schmidt,21.12.2010,730
Thomas Brumley,10.08.2012,2593
Thomas Brumley,10.08.2012,2529
Shahid Shariari,12.11.2010,441
Shahid Shariari,12.11.2010,2146
Shahid Shariari,12.11.2010,1342
Vicky Freymann,05.05.2012,1713
Lela Donovan,21.07.2010,310
Khloe Miller,04.05.2012,247
Mike Vittorini,24.08.2010,233
Trudy Schmidt,10.03.2011,135
Mike Vittorini,12.11.2011,182
Tony Chapman,22.03.2012,1195
Liz Price,16.11.2009,184
Liz Price,16.11.2009,1223
Sarah Bern,05.09.2009,129
Mark Cousins,19.07.2012,686
Shahid Hopkins,20.08.2012,243
Mark Cousins,23.08.2010,4730
Giulietta Weimer,25.12.2012,4852
Patrick O'Brill,16.06.2011,70
Mark Cousins,23.06.2010,678
Daniel Byrd,29.10.2010,302
Rob Dowd,15.07.2009,66
Mike Vittorini,26.04.2009,110
John Murray,04.09.2011,12979
Khloe Miller,24.09.2012,2053
Kristina Nunn,11.10.2011,1906
Ralph Kennedy,17.02.2012,69
Lela Donovan,18.06.2009,111
Ralph Kennedy,26.05.2011,824
Ralph Kennedy,26.05.2011,287
Lena Hernandez,20.09.2010,3819
Lena Hernandez,20.09.2010,209
Shahid Hopkins,28.05.2011,648
Kristina Nunn,28.07.2012,2693
Kristina Nunn,28.07.2012,151
Greg Maxwell,05.05.2012,103
Vicky Freymann,17.06.2010,167
Vicky Freymann,17.06.2010,1027
Rob Dowd,19.07.2010,2405
Lena Hernandez,04.07.2011,2163
Lela Donovan,12.06.2012,400
Lela Donovan,12.06.2012,5393
Mark Cousins,13.04.2012,265
Ricardo Emerson,25.10.2012,239
Ricardo Emerson,25.10.2012,260
Liz Price,01.08.2009,3076
Liz Price,01.08.2009,73
Liz Price,01.08.2009,528
Rob Dowd,11.04.2012,4800
Rob Dowd,11.04.2012,271
Mark Cousins,20.09.2011,207
Giulietta Weimer,13.11.2012,37
Giulietta Weimer,13.11.2012,1115
Liz Price,16.06.2012,98
Sally Knutson,26.02.2010,173
Liz Price,11.08.2009,7478
Liz Price,11.08.2009,270
Liz Price,11.08.2009,201
Gene Hale,26.01.2009,15
Shahid Shariari,22.11.2012,44
Justin Hirsh,21.07.2012,6153
Shahid Shariari,10.04.2009,20
Shahid Shariari,10.04.2009,236
Giulietta Weimer,18.11.2011,196
Lela Donovan,14.01.2010,6608
Ralph Kennedy,24.02.2011,279
Vicky Freymann,13.02.2009,8549
Thomas Brumley,15.06.2010,671
Ralph Kennedy,29.10.2011,9544
Ralph Kennedy,29.10.2011,33
Ralph Kennedy,22.10.2010,337
Khloe Miller,08.04.2011,139
Khloe Miller,08.04.2011,1736
Kristina Nunn,09.07.2012,443
Kristina Nunn,09.07.2012,393
Kristina Nunn,09.07.2012,31
Mark Cousins,23.06.2012,1081
Mark Cousins,23.06.2012,36
Sally Knutson,16.07.2010,5206
Shahid Shariari,26.07.2009,3416
Shahid Shariari,26.07.2009,143
Sally Knutson,23.08.2009,4637
Sally Knutson,23.08.2009,100
Sally Knutson,01.08.2011,5140
Sally Knutson,29.05.2012,633
Sally Knutson,29.05.2012,110
Justin Hirsh,06.05.2010,25
Justin Hirsh,06.05.2010,179
Khloe Miller,18.10.2009,265
Khloe Miller,18.10.2009,1994
Khloe Miller,18.10.2009,25
Shahid Shariari,15.07.2010,1809
Ralph Kennedy,12.07.2009,32
Giulietta Weimer,10.05.2012,767
Giulietta Weimer,10.05.2012,254
Giulietta Weimer,10.05.2012,128
Heather Jas,24.07.2011,74
Vicky Freymann,30.08.2012,603
Vicky Freymann,30.08.2012,771
Philisse Overcash,19.11.2011,7814
Philisse Overcash,19.11.2011,165
Mark Cousins,16.09.2009,508
Mark Cousins,16.09.2009,12601
Shahid Hopkins,15.09.2011,181
Khloe Miller,22.01.2009,206
Mark Cousins,03.11.2009,668
Mark Cousins,03.11.2009,4657
Mark Cousins,03.11.2009,2098
Mark Cousins,28.05.2011,246
Trudy Schmidt,11.06.2012,871
Rob Dowd,20.01.2010,468
Rob Dowd,20.01.2010,447
Rob Dowd,20.01.2010,218
Neil Knudson,02.05.2010,4261
Khloe Miller,11.07.2012,197
Rob Dowd,03.07.2011,1477
Cathy Armstrong,17.06.2012,740
Mark Cousins,12.12.2010,16
Mark Cousins,12.12.2010,174
Mark Cousins,12.12.2010,691
Thomas Brumley,26.04.2012,2024
Greg Maxwell,05.08.2009,4054
Vicky Freymann,06.09.2010,2833
Vicky Freymann,06.09.2010,4453
Shahid Shariari,15.09.2012,322
Shahid Shariari,15.09.2012,13244
Shahid Shariari,27.07.2011,1194
Shahid Shariari,27.07.2011,363
Tony Chapman,25.06.2009,2781
Neil Knudson,27.08.2009,34
Neil Knudson,27.08.2009,3537
Neil Knudson,27.08.2009,986
Neil Knudson,27.08.2009,82
Neil Knudson,10.01.2011,50
Lela Donovan,31.03.2012,480
Mike Vittorini,22.04.2011,11905
Heather Jas,28.08.2009,333
Justin Hirsh,05.08.2009,447
Rob Dowd,05.09.2012,54
Justin Hirsh,09.10.2011,43
Justin Hirsh,09.10.2011,174
Lela Donovan,22.08.2010,1191
Ralph Kennedy,04.08.2012,122
Ralph Kennedy,04.08.2012,19
Ralph Kennedy,04.08.2012,103
Shahid Shariari,14.12.2010,264
Shahid Shariari,14.12.2010,1546
Rob Dowd,24.12.2009,1935
Chuck Clark,12.10.2010,18776
Giulietta Weimer,15.01.2009,448
Khloe Miller,05.04.2011,189
Shahid Shariari,20.01.2012,698
Justin Hirsh,24.09.2011,497
Khloe Miller,09.10.2011,199
Ralph Kennedy,04.05.2011,955
Shahid Hopkins,09.10.2011,109
Shahid Hopkins,09.10.2011,1461
Shahid Hopkins,09.10.2011,10
Chuck Clark,10.04.2010,184
Bill Eplett,19.08.2012,574
Bill Eplett,19.08.2012,224
Sarah Bern,01.07.2012,129
Mark Cousins,20.11.2009,844
Lena Hernandez,16.09.2012,261
Shahid Shariari,17.09.2009,264
Khloe Miller,21.07.2010,61
Bill Eplett,09.11.2010,3637
Tony Chapman,10.01.2011,27664
Bill Eplett,24.12.2010,2744
Shahid Hopkins,30.05.2012,1202
Shahid Hopkins,30.05.2012,396
Cathy Armstrong,12.02.2009,207
Bill Eplett,04.09.2009,318
Patrick O'Brill,26.08.2010,177
Giulietta Weimer,21.07.2009,1184
Sally Knutson,12.09.2011,4723
Marc Harrigan,18.03.2009,130
John Grady,27.01.2010,5
Khloe Miller,11.09.2011,104
Tony Chapman,03.02.2011,1328
Tony Chapman,03.02.2011,3402
Ralph Kennedy,15.02.2011,182
Ralph Kennedy,15.02.2011,112
Trudy Schmidt,01.03.2012,1436
Trudy Schmidt,01.03.2012,961
Gene Hale,10.08.2009,147
Gene Hale,10.08.2009,2506
Sarah Bern,13.12.2010,189
Justin Hirsh,15.10.2009,360
Justin Hirsh,15.10.2009,132
Justin Hirsh,15.10.2009,258
Justin Hirsh,15.10.2009,1289
Liz Price,07.10.2009,278
Liz Price,07.10.2009,3940
Liz Price,07.10.2009,925
Greg Maxwell,17.09.2010,12073
Marc Harrigan,03.07.2009,3419
Sally Knutson,15.06.2010,195
Giulietta Weimer,09.10.2010,1859
Giulietta Weimer,09.10.2010,1781
Giulietta Weimer,09.10.2010,185
Giulietta Weimer,09.10.2010,73
Giulietta Weimer,09.10.2010,44
Kristina Nunn,23.09.2009,130
Kristina Nunn,23.09.2009,4013
Kristina Nunn,23.09.2009,1296
Chuck Clark,02.10.2011,238
Sally Knutson,23.03.2012,404
Sally Knutson,23.03.2012,87
Tanja Norvell,19.01.2011,1795
Tanja Norvell,19.01.2011,927
Sarah Bern,22.01.2011,39
Liz Price,23.03.2009,551
Vicky Freymann,07.01.2011,834
Philisse Overcash,22.06.2011,418
Justin Hirsh,03.08.2011,494
Patrick O'Brill,07.11.2011,360
Patrick O'Brill,07.11.2011,1463
Liz Price,26.08.2010,210
Justin Hirsh,17.03.2010,196
Cathy Armstrong,07.07.2009,692
Cathy Armstrong,07.07.2009,2756
Cathy Armstrong,07.07.2009,5159
Heather Jas,27.03.2009,308
Justin Hirsh,17.02.2010,559
Lena Hernandez,01.02.2011,556
Patrick O'Brill,17.03.2012,61
Kristina Nunn,10.01.2009,2137
Kristina Nunn,10.01.2009,571
Shahid Shariari,16.04.2010,136
Justin Hirsh,07.03.2010,858
Khloe Miller,16.10.2012,662
Paul MacIntyre,11.09.2009,101
Patrick O'Brill,12.10.2010,846
Patrick O'Brill,12.10.2010,1976
Mike Vittorini,19.06.2011,443
Mike Vittorini,19.06.2011,327
Liz Price,07.11.2012,23
Paul MacIntyre,12.11.2011,1806
John Grady,06.05.2011,1670
Ricardo Emerson,08.09.2011,2018
Chuck Clark,21.03.2011,88
Chuck Clark,21.03.2011,3732
Sarah Bern,11.05.2010,145
Kristina Nunn,06.02.2012,76
Matt Abelman,28.12.2010,586
Sarah Jordon,08.09.2011,75
Sally Matthias,31.05.2012,3874
Sally Matthias,31.05.2012,1452
Sally Matthias,12.09.2009,840
Theone Pippenger,17.06.2012,4790
Art Ferguson,29.12.2010,431
Jack O'Briant,30.04.2011,82
Jack O'Briant,30.04.2011,23281
Nathan Cano,03.05.2010,523
Nathan Cano,03.05.2010,913
Michael Granlund,22.08.2012,214
Michael Granlund,22.08.2012,134
Steve Carroll,03.07.2011,128
Steve Carroll,03.07.2011,326
Scott Williamson,22.02.2010,325
Dennis Bolton,30.11.2011,1765
Sean Wendt,13.08.2010,13
John Castell,29.10.2011,709
John Castell,29.10.2011,979
Art Ferguson,28.11.2009,129
Art Ferguson,28.11.2009,1829
Jack O'Briant,02.08.2011,9627
David Philippe,03.11.2012,814
Chad Sievert,21.07.2011,18028
Matt Abelman,12.10.2010,1881
Matt Abelman,12.10.2010,7144
Shaun Weien,10.05.2012,119
Shaun Weien,10.05.2012,4910
Shaun Weien,10.05.2012,1058
Maya Herman,11.02.2012,821
David Philippe,22.03.2009,7486
David Philippe,22.03.2009,881
David Philippe,22.03.2009,23
Sally Matthias,22.10.2011,221
Michael Granlund,04.11.2009,160
David Philippe,02.01.2009,125
Chad Sievert,28.10.2012,707
Jack O'Briant,03.04.2011,6408
Chad Sievert,05.10.2009,64
Chad Sievert,05.10.2009,5389
Chad Sievert,30.01.2012,1752
Chad Sievert,30.01.2012,86
Chad Sievert,30.01.2012,685
Sally Matthias,12.02.2012,435
Sally Matthias,12.02.2012,724
Ivan Liston,19.01.2012,1685
Ivan Liston,19.01.2012,1662
Ivan Liston,19.01.2012,11461
Brad Norvell,25.06.2009,160
Brad Norvell,25.06.2009,5015
Ken Heidel,28.05.2011,169
Michael Granlund,04.08.2009,2561
Michael Granlund,04.08.2009,189
John Castell,17.08.2010,2117
Sally Matthias,22.01.2009,28180
Ken Heidel,07.03.2011,27
Mike Kennedy,31.01.2010,6580
Charles Sheldon,08.03.2010,5611
Charles Sheldon,08.03.2010,455
Charles Sheldon,08.03.2010,2330
Mike Kennedy,04.11.2010,275
Matt Abelman,25.09.2009,28
Sally Matthias,13.02.2009,3699
Sally Matthias,13.02.2009,49
Brad Norvell,19.08.2011,398
Brad Norvell,19.08.2011,676
Art Ferguson,12.03.2011,451
Art Ferguson,12.03.2011,218
Art Ferguson,12.03.2011,1375
Art Ferguson,12.03.2011,76
Brian Derr,28.03.2012,4892
Brian Derr,28.03.2012,6039
Brian Derr,28.03.2012,206
Brian Derr,28.03.2012,81
Roland Black,25.09.2009,1218
Roland Black,25.09.2009,1725
Matt Abelman,12.08.2012,83
Matt Abelman,12.08.2012,13701
Roland Black,31.01.2012,513
Mike Kennedy,27.02.2010,41
Dana Kaydos,28.06.2010,381
Darren Koutras,19.05.2012,135
Charles Sheldon,14.01.2011,5428
Steve Carroll,01.06.2009,5178
Steve Carroll,01.06.2009,535
Sean Wendt,21.08.2010,563
Sarah Jordon,19.02.2010,192
Sarah Jordon,19.02.2010,3918
Sarah Jordon,19.02.2010,2788
Neil Ducich,23.11.2009,56
Sarah Jordon,18.12.2009,216
Michael Granlund,06.07.2009,1861
Michael Granlund,06.07.2009,938
Michael Granlund,06.07.2009,33
Sean Wendt,17.07.2012,199
Theone Pippenger,12.06.2009,967
Michael Granlund,19.07.2012,484
Michael Granlund,19.07.2012,160
Art Ferguson,19.03.2011,7452
Roland Black,27.12.2012,173
Roland Black,27.12.2012,87
Roland Black,27.12.2012,834
Art Ferguson,08.09.2011,1031
Sean Wendt,08.12.2010,138
Mike Kennedy,15.03.2009,31
Matt Abelman,20.10.2011,2267
Sally Matthias,13.01.2011,39
Steve Carroll,14.08.2009,80
Matt Abelman,31.01.2009,6244
Matt Abelman,31.01.2009,240
Matt Abelman,31.01.2009,150
John Castell,15.08.2009,2020
Neil Ducich,03.07.2009,56
Neil Ducich,03.07.2009,373
Parhena Norris,08.04.2009,161
Mike Kennedy,18.08.2012,680
Mike Kennedy,18.08.2012,1580
Sean Wendt,10.01.2009,4907
Matt Abelman,04.07.2009,2018
Roland Black,19.06.2010,8469
Ken Heidel,16.12.2012,266
Ken Heidel,16.12.2012,1501
Ken Heidel,16.12.2012,3094
Sarah Jordon,20.09.2012,232
Sarah Jordon,20.09.2012,88
John Castell,03.03.2010,192
John Castell,03.03.2010,939
Bart Watters,01.11.2010,503
Sean Wendt,28.02.2010,454
Mary O'Rourke,07.05.2011,285
Mary O'Rourke,07.05.2011,1010
Nathan Cano,10.07.2012,991
Matt Abelman,29.09.2011,652
Michael Granlund,25.10.2010,2575
Neil Ducich,17.09.2010,85
Neil Ducich,17.09.2010,926
Ken Heidel,23.11.2011,69
Dana Kaydos,13.09.2012,201
Steve Carroll,03.08.2012,192
Chad Sievert,17.11.2010,2752
Chad Sievert,17.11.2010,73
John Castell,10.08.2012,64
Mark Cousins,03.02.2011,298
Hunter Lopez,14.12.2009,4412
Nathan Mautz,17.04.2011,213
Shaun Weien,06.09.2009,447
Nathan Mautz,16.08.2012,91
Theone Pippenger,12.10.2010,29
Nathan Cano,13.07.2011,1315
Bart Watters,03.12.2012,639
Matt Abelman,13.07.2012,2332
Matt Abelman,04.02.2009,4610
Matt Abelman,04.02.2009,610
Matt Abelman,04.02.2009,181
Scott Williamson,20.12.2011,249
Scott Williamson,20.12.2011,278
Nathan Cano,30.05.2011,282
Sean Wendt,09.10.2010,243
Sean Wendt,09.10.2010,1327
Hunter Lopez,10.03.2011,128
Mike Kennedy,22.01.2010,111
Mike Kennedy,11.04.2011,74
Mark Cousins,16.04.2011,155
Mark Cousins,16.04.2011,4942
Roland Black,27.11.2010,1156
Bart Watters,09.08.2010,78
Matt Abelman,10.08.2009,12690
Parhena Norris,26.08.2010,905
Parhena Norris,26.08.2010,1702
Mike Kennedy,07.06.2011,633
Mike Kennedy,07.06.2011,91
Mike Kennedy,07.06.2011,1997
Mike Kennedy,20.05.2010,64
Theone Pippenger,29.12.2010,493
Theone Pippenger,29.12.2010,1042
Sally Matthias,07.09.2011,760
Dana Kaydos,06.09.2009,5041
Dana Kaydos,06.09.2009,283
Dana Kaydos,06.09.2009,8818
Dana Kaydos,25.02.2009,1140
Dana Kaydos,25.02.2009,2646
Sean Wendt,02.01.2010,11104
Nathan Mautz,31.05.2012,7966
Aaron Smayling,12.05.2009,3202
Aaron Smayling,12.05.2009,81
Aaron Smayling,12.05.2009,57
Aaron Smayling,12.05.2009,42
Aaron Smayling,12.05.2009,36
Parhena Norris,22.10.2010,28762
Charles Sheldon,17.06.2009,751
Charles Sheldon,17.06.2009,254
Charles Sheldon,17.06.2009,2149
Mark Cousins,10.07.2011,5661
Shaun Weien,11.12.2009,335
Mary O'Rourke,27.09.2009,1981
Mark Cousins,26.01.2011,1756
Brad Norvell,13.02.2011,49
Brad Norvell,13.02.2011,2320
Parhena Norris,20.07.2012,140
Parhena Norris,20.07.2012,200
Parhena Norris,20.07.2012,86
Chad Sievert,18.01.2010,35
Chad Sievert,18.01.2010,15
Brian Derr,12.10.2011,1758
Neil Ducich,29.07.2010,2767
Sarah Jordon,26.10.2010,690
Theone Pippenger,04.10.2012,2220
Theone Pippenger,04.10.2012,237
Theone Pippenger,07.08.2012,195
Theone Pippenger,07.08.2012,4052
Mike Kennedy,19.02.2011,3466
Mike Kennedy,19.02.2011,1308
Michael Granlund,24.09.2010,105
Michael Granlund,18.12.2009,1065
Dana Kaydos,12.04.2012,131
Dana Kaydos,12.04.2012,1818
Nathan Mautz,01.06.2009,124
Ken Heidel,16.02.2011,138
Art Ferguson,26.02.2012,433
Roland Black,10.07.2012,56
Steve Carroll,17.05.2012,112
Steve Carroll,17.05.2012,481
Nathan Mautz,22.01.2009,563
Matt Abelman,04.03.2011,5545
Bart Watters,22.06.2011,2012
Nathan Cano,29.06.2009,261
Shaun Weien,27.03.2012,75
